Date Time,MW,Mvar,EXC CURRENT,TEMP CG D/STR CLR,TEMP WARM GAS U/STR CLR,TEMP STR SLOT TE,PRES AMBIENT AIR,MEDIAN GEN CURRENT,F STR WTR D/STR BSHG U1,GEN VOLTAGE L1-L2
9/20/2021 12:00:00 AM,562.2916,-16.05359,3076.895,41.5,57.30002,62.39999,1005.664,15.82899,3.249815,20.36946
9/20/2021 12:01:00 AM,557.5521,-16.96057,3046.152,41.60001,57.5,62.39999,1005.664,15.72483,3.249815,20.36946
9/20/2021 12:02:00 AM,535.9375,-25.53156,2934.389,41.7,57.70001,62.89999,1005.664,15.2092,3.249815,20.36946
9/20/2021 12:03:00 AM,522.2396,-25.12341,2872.179,41.7,57.80002,62.89999,1005.664,14.83247,3.244269,20.36946
9/20/2021 12:04:00 AM,526.4583,-15.5094,2909.794,41.7,57.70001,63.30002,1005.664,14.79167,3.245475,20.36946
9/20/2021 12:05:00 AM,526.9271,-11.88147,2955.729,41.8,57.70001,63.30002,1005.664,14.75868,3.257411,20.36946
9/20/2021 12:06:00 AM,545.6771,-9.432617,2986.473,41.8,57.70001,63.30002,1005.664,15.41927,3.25295,20.36946
9/20/2021 12:07:00 AM,559.1146,-12.10822,3035.663,41.8,57.70001,63.60001,1005.664,15.81163,3.25295,20.36946
9/20/2021 12:08:00 AM,542.9166,-7.890747,2998.408,41.90001,58,63.60001,1005.577,15.27778,3.25295,20.40563
9/20/2021 12:09:00 AM,530.5729,-10.74774,2948.495,41.90001,58,63.60001,1005.577,15.02865,3.25295,20.40563
9/20/2021 12:10:00 AM,549.8438,-15.73615,2996.962,42,58,63.60001,1005.577,15.54427,3.25295,20.40563
9/20/2021 12:11:00 AM,557.4479,-10.92914,3046.152,42,58.10001,63.89999,1005.577,15.66927,3.25295,20.40563
9/20/2021 12:12:00 AM,547.2396,-20.81525,2991.175,42,58.20001,63.89999,1005.577,15.45573,3.25295,20.40563
9/20/2021 12:13:00 AM,534.2708,-15.46405,2957.899,42,58.20001,63.89999,1005.577,15.06337,3.25295,20.38755
9/20/2021 12:14:00 AM,509.8438,-17.77686,2861.69,42.10001,58.20001,63.89999,1005.577,14.35069,3.25295,20.38755
9/20/2021 12:15:00 AM,511.9791,-17.77686,2839.988,42.10001,58.20001,63.89999,1005.577,14.35069,3.245234,20.38755
9/20/2021 12:16:00 AM,530,-19.22803,2914.496,42.10001,58.10001,64.10001,1005.577,14.95747,3.277544,20.38755
9/20/2021 12:17:00 AM,549.8958,-14.19427,3000.217,42.10001,58.10001,64.10001,1005.577,15.50868,3.256084,20.38755
9/20/2021 12:18:00 AM,559.0625,-14.19427,3022.28,42.10001,58.10001,64.10001,1005.577,15.75781,3.256084,20.38755
9/20/2021 12:19:00 AM,559.0625,-15.87219,3048.322,42.10001,58.30002,64.10001,1005.577,15.75781,3.256084,20.38755
9/20/2021 12:20:00 AM,567.1354,-12.69775,3064.236,42.2,58.30002,64.10001,1005.577,16.00521,3.252227,20.38755
9/20/2021 12:21:00 AM,571.5104,-14.51172,3074.363,42.2,58.39999,64.10001,1005.577,16.13108,3.257893,20.38755
9/20/2021 12:22:00 AM,549.4271,-23.2641,2977.069,42.2,58.5,64.10001,1005.577,15.41927,3.257893,20.38755
9/20/2021 12:23:00 AM,524.8958,-24.98737,2897.859,42.3,58.60001,64.39999,1005.577,14.85069,3.257893,20.35048
9/20/2021 12:24:00 AM,522.1875,-22.62921,2870.37,42.3,58.60001,64.39999,1005.577,14.61892,3.249815,20.35048
9/20/2021 12:25:00 AM,487.8125,-26.61993,2730.758,42.3,58.5,64.39999,1005.577,13.83247,3.249815,20.35048
9/20/2021 12:26:00 AM,500.2604,-25.21411,2781.395,42.2,58.20001,64.39999,1005.577,14.19271,3.249815,20.35048
9/20/2021 12:27:00 AM,513.1771,-19.04663,2833.116,42.2,58.10001,64.39999,1005.469,14.56597,3.253673,20.38755
9/20/2021 12:28:00 AM,527.9166,-19.04663,2905.093,42.2,58,64.39999,1005.469,14.95486,3.253673,20.38755
9/20/2021 12:29:00 AM,541.8229,-20.27106,2954.282,42.2,58.10001,64.39999,1005.469,15.25868,3.260545,20.38755
9/20/2021 12:30:00 AM,551.3541,-18.59314,2988.281,42.2,58.20001,64.39999,1005.469,15.50868,3.247284,20.38755
9/20/2021 12:31:00 AM,567.0833,-10.1582,3104.022,42.2,58.30002,64.39999,1005.469,15.95313,3.247284,20.38755
9/20/2021 12:32:00 AM,546.6666,-18.13965,2987.919,42.3,58.5,64.39999,1005.469,15.40191,3.243064,20.38755
9/20/2021 12:33:00 AM,515.7813,-27.25482,2836.733,42.3,58.5,64.39999,1005.469,14.63628,3.25295,20.35048
9/20/2021 12:34:00 AM,487.2917,-28.93274,2729.673,42.3,58.5,64.39999,1005.469,13.86719,3.25295,20.35048
9/20/2021 12:35:00 AM,480.8333,-33.83044,2676.505,42.3,58.30002,64.39999,1005.469,13.68924,3.261992,20.35048
9/20/2021 12:36:00 AM,472.9688,-31.24554,2702.908,42.3,58.10001,64.39999,1005.469,13.42101,3.242823,20.35048
9/20/2021 12:37:00 AM,472.4479,-30.15717,2661.313,42.2,57.89999,64.39999,1005.469,13.34896,3.264524,20.35048
9/20/2021 12:38:00 AM,493.1771,-25.21411,2766.927,42.2,57.80002,64.39999,1005.339,13.92188,3.242461,20.35048
9/20/2021 12:39:00 AM,508.8021,-22.81061,2817.925,42.2,57.80002,64.39999,1005.339,14.40365,3.251623,20.35048
9/20/2021 12:40:00 AM,517.4479,-19.13733,2874.349,42.2,57.80002,64,1005.339,14.63628,3.251623,20.35048
9/20/2021 12:41:00 AM,543.2291,-17.36871,2955.367,42.2,57.80002,64,1005.339,15.27778,3.251623,20.38755
9/20/2021 12:42:00 AM,550.9896,-23.40015,2979.601,42.2,58.10001,64,1005.339,15.57899,3.251623,20.38755
9/20/2021 12:43:00 AM,551.0416,-19.95361,3018.663,42.2,58.20001,64,1005.339,15.65104,3.252467,20.35048
9/20/2021 12:44:00 AM,557.4479,-12.42566,3051.938,42.2,58.30002,64,1005.339,15.72135,3.252467,20.35048
9/20/2021 12:45:00 AM,572.4479,-19.81757,3072.917,42.3,58.5,64,1005.339,16.07813,3.257531,20.35048
9/20/2021 12:46:00 AM,574.0625,-19.81757,3079.065,42.3,58.70001,64,1005.252,16.1849,3.262233,20.35048
9/20/2021 12:47:00 AM,581.4063,-16.64313,3123.553,42.3,58.70001,64,1005.252,16.39844,3.255843,20.35048
9/20/2021 12:48:00 AM,569.7916,-14.82916,3080.874,42.40001,58.89999,64,1005.252,16.02517,3.255843,20.35048
9/20/2021 12:49:00 AM,562.8125,-16.41638,3060.258,42.40001,59,64.5,1005.252,15.81163,3.258496,20.36856
9/20/2021 12:50:00 AM,530.5729,-19.63617,2915.582,42.40001,59,64.5,1005.252,15.02778,3.250659,20.36856
9/20/2021 12:51:00 AM,511.4583,-24.44318,2825.883,42.5,59,64.5,1005.122,14.47569,3.250659,20.36856
9/20/2021 12:52:00 AM,535.4688,-20.08966,2921.369,42.5,58.89999,64.80002,1005.122,15.15278,3.266091,20.36856
9/20/2021 12:53:00 AM,557.9688,-23.40015,3003.834,42.40001,58.80002,64.80002,1005.122,15.68663,3.254276,20.36856
9/20/2021 12:54:00 AM,544.1666,-23.40015,2962.601,42.40001,58.80002,64.80002,1005.122,15.38194,3.254276,20.36856
9/20/2021 12:55:00 AM,552.6041,-22.17572,2981.047,42.40001,58.80002,64.80002,1005.122,15.66927,3.254276,20.36856
9/20/2021 12:56:00 AM,561.1979,-18.63849,3037.471,42.5,58.80002,65,1005.122,15.91753,3.254276,20.36856
9/20/2021 12:57:00 AM,566.0416,-16.73383,3073.278,42.5,58.89999,65,1004.991,15.95313,3.254276,20.36856
9/20/2021 12:58:00 AM,541.7708,-26.12109,2957.538,42.5,58.89999,65,1004.991,15.27778,3.254276,20.35048
9/20/2021 12:59:00 AM,510.4166,-29.47693,2822.989,42.5,59,65,1004.991,14.47569,3.254276,20.35048
9/20/2021 1:00:00 AM,485.625,-39.45374,2688.079,42.5,58.89999,65,1004.991,13.81337,3.254276,20.35048
9/20/2021 1:01:00 AM,461.25,-46.5282,2567.998,42.5,58.70001,65,1004.991,13.11632,3.254276,20.29351
9/20/2021 1:02:00 AM,452.3438,-47.52588,2532.914,42.40001,58.30002,65,1004.991,12.86632,3.254276,20.29351
9/20/2021 1:03:00 AM,476.8229,-39.95258,2660.59,42.40001,58.10001,65,1004.991,13.49392,3.254276,20.29351
9/20/2021 1:04:00 AM,451.0417,-40.04327,2561.487,42.3,58,65,1004.904,12.8125,3.254276,20.29351
9/20/2021 1:05:00 AM,470.9375,-41.94794,2633.102,42.3,57.80002,65,1004.904,13.40278,3.254276,20.29351
9/20/2021 1:06:00 AM,486.1458,-41.2677,2666.377,42.3,57.70001,64.39999,1004.904,13.79601,3.254276,20.29351
9/20/2021 1:07:00 AM,470.9375,-40.36072,2639.25,42.2,57.70001,64.39999,1004.904,13.40278,3.254276,20.3134
9/20/2021 1:08:00 AM,448.75,-40.36072,2560.764,42.2,57.60001,64.39999,1004.904,12.75868,3.254276,20.3134
9/20/2021 1:09:00 AM,431.0417,-40.36072,2483,42.2,57.60001,64,1004.904,12.27604,3.242582,20.3134
9/20/2021 1:10:00 AM,433.2292,-45.07703,2475.767,42.10001,57.5,64,1004.904,12.31163,3.247766,20.3134
9/20/2021 1:11:00 AM,449.5833,-35.46301,2577.763,42.10001,57.30002,63.60001,1004.731,12.95573,3.247766,20.3134
9/20/2021 1:12:00 AM,461.6667,-35.46301,2602.72,42.10001,57.20001,63.60001,1004.731,13.0816,3.247766,20.3134
9/20/2021 1:13:00 AM,488.3333,-41.58514,2690.249,42,57.20001,63.60001,1004.731,13.83247,3.260666,20.33149
9/20/2021 1:14:00 AM,509.8958,-34.96417,2787.543,42,57.30002,63.20001,1004.731,14.45833,3.250177,20.33149
9/20/2021 1:15:00 AM,540.7813,-31.51764,2910.518,42,57.5,63.20001,1004.731,15.29774,3.250177,20.33149
9/20/2021 1:16:00 AM,572.0833,-26.89203,3071.832,42,57.70001,63.20001,1004.731,16.27431,3.250177,20.29622
9/20/2021 1:17:00 AM,580.3125,-23.85364,3106.192,42,57.89999,63.20001,1004.731,16.39844,3.250177,20.29622
9/20/2021 1:18:00 AM,587.9688,-21.72223,3138.744,42.10001,58.30002,63.20001,1004.731,16.64497,3.250177,20.29622
9/20/2021 1:19:00 AM,582.3958,-26.12109,3100.043,42.2,58.5,63.20001,1004.731,16.46962,3.248971,20.3134
9/20/2021 1:20:00 AM,570.8854,-27.84436,3049.769,42.2,58.70001,63.20001,1004.731,16.13108,3.266694,20.3134
9/20/2021 1:21:00 AM,573.5938,-22.58386,3057.002,42.3,58.89999,63.80002,1004.731,16.1467,3.246198,20.3134
9/20/2021 1:22:00 AM,575.1563,-22.17572,3089.193,42.3,58.89999,63.80002,1004.731,16.22049,3.246198,20.3134
9/20/2021 1:23:00 AM,577.8646,-28.5246,3085.576,42.3,58.89999,64.20001,1004.666,16.42969,3.242702,20.3134
9/20/2021 1:24:00 AM,555.8333,-28.2525,2984.302,42.3,59,64.20001,1004.666,15.77517,3.256567,20.3134
9/20/2021 1:25:00 AM,555.8333,-33.05951,2984.302,42.40001,59,64.60001,1004.666,15.72569,3.256567,20.3134
9/20/2021 1:26:00 AM,560.6771,-29.25018,3013.238,42.40001,59,64.60001,1004.666,15.91753,3.252829,20.3134
9/20/2021 1:27:00 AM,573.0208,-27.57227,3073.278,42.40001,59,64.89999,1004.666,16.14844,3.252829,20.3134
9/20/2021 1:28:00 AM,548.8541,-30.56531,2958.984,42.40001,59,64.89999,1004.492,15.57292,3.252829,20.3134
9/20/2021 1:29:00 AM,564.9479,-27.20947,3029.514,42.40001,59.10001,64.89999,1004.492,15.94705,3.252829,20.3134
9/20/2021 1:30:00 AM,568.6979,-27.93506,3044.343,42.40001,59,65.20001,1004.492,16.09549,3.253915,20.3134
9/20/2021 1:31:00 AM,573.6458,-28.38855,3044.343,42.40001,59.10001,65.20001,1004.492,16.25,3.253915,20.3134
9/20/2021 1:32:00 AM,578.3333,-29.83972,3077.98,42.40001,59.10001,65.20001,1004.492,16.37674,3.289118,20.3134
9/20/2021 1:33:00 AM,582.9688,-31.69904,3105.107,42.5,59.20001,65.20001,1004.362,16.57639,3.251986,20.3134
9/20/2021 1:34:00 AM,569.7916,-33.513,3030.237,42.5,59.30002,65.5,1004.362,16.06076,3.251986,20.29351
9/20/2021 1:35:00 AM,552.0833,-36.77814,2956.814,42.5,59.30002,65.5,1004.362,15.66146,3.25729,20.29351
9/20/2021 1:36:00 AM,548.8541,-43.7619,2942.708,42.5,59.30002,65.5,1004.362,15.54427,3.25729,20.29351
9/20/2021 1:37:00 AM,525.9375,-55.18988,2790.799,42.5,59.30002,65.80002,1004.362,15.01042,3.264041,20.23835
9/20/2021 1:38:00 AM,498.5938,-52.69568,2712.674,42.5,59.10001,65.80002,1004.188,14.22483,3.252588,20.23835
9/20/2021 1:39:00 AM,493.125,-56.23291,2703.631,42.5,58.89999,65.80002,1004.188,14.0816,3.252588,20.23835
9/20/2021 1:40:00 AM,468.6979,-62.67249,2568.721,42.40001,58.70001,65.80002,1004.188,13.43837,3.252588,20.23835
9/20/2021 1:41:00 AM,447.1354,-54.73639,2503.979,42.40001,58.5,65.80002,1004.188,12.6875,3.252588,20.22027
9/20/2021 1:42:00 AM,420.6771,-61.49341,2378.472,42.40001,58.10001,65.39999,1004.188,12.06163,3.27224,20.22027
9/20/2021 1:43:00 AM,410.3646,-61.49341,2337.24,42.3,57.89999,65.39999,1004.036,11.72396,3.252829,20.22027
9/20/2021 1:44:00 AM,408.2292,-63.35272,2337.24,42.2,57.5,64.89999,1004.036,11.70573,3.252829,20.23835
9/20/2021 1:45:00 AM,402.9167,-60.13293,2337.24,42.10001,57.30002,64.89999,1004.036,11.5816,3.252829,20.23835
9/20/2021 1:46:00 AM,391.5625,-63.89691,2269.965,42.10001,57.10001,64.39999,1004.036,11.26042,3.252829,20.23835
9/20/2021 1:47:00 AM,390.4688,-65.21204,2258.03,42,56.89999,64.39999,1004.036,11.26042,3.252829,20.23835
9/20/2021 1:48:00 AM,386.1979,-60.72247,2258.03,41.90001,56.70001,63.80002,1004.036,11.0651,3.249333,20.23835
9/20/2021 1:49:00 AM,387.0833,-64.84924,2247.902,41.90001,56.70001,63.30002,1003.95,11.17188,3.249333,20.23835
9/20/2021 1:50:00 AM,387.2396,-65.71088,2241.03,41.8,56.60001,63.30002,1003.95,11.13889,3.241135,20.23835
9/20/2021 1:51:00 AM,386.7188,-61.35736,2259.838,41.7,56.39999,62.80002,1003.95,11.13889,3.24861,20.23835
9/20/2021 1:52:00 AM,392.6042,-61.35736,2268.88,41.7,56.30002,62.80002,1003.95,11.3151,3.24861,20.23835
9/20/2021 1:53:00 AM,379.6875,-72.73999,2191.117,41.60001,56.20001,62.30002,1003.95,11.10503,3.260907,20.23835
9/20/2021 1:54:00 AM,385.5729,-69.33881,2222.946,41.5,56.10001,62.30002,1003.95,11.13715,3.231852,20.23835
9/20/2021 1:55:00 AM,386.7188,-69.33881,2232.349,41.5,56.10001,62.30002,1003.95,11.15451,3.258737,20.23835
9/20/2021 1:56:00 AM,383.0208,-71.19812,2232.349,41.40001,56,61.89999,1003.95,11.15451,3.258737,20.23835
9/20/2021 1:57:00 AM,386.7188,-71.19812,2222.584,41.40001,55.90001,61.89999,1003.95,11.1901,3.251262,20.20218
9/20/2021 1:58:00 AM,379.6875,-75.32489,2222.584,41.40001,55.90001,61.89999,1003.95,11.04774,3.266332,20.20218
9/20/2021 1:59:00 AM,386.1979,-75.32489,2213.903,41.3,55.8,61.60001,1003.95,11.20747,3.251262,20.20218
9/20/2021 2:00:00 AM,386.1979,-66.25507,2213.903,41.3,55.7,61.60001,1003.95,11.09549,3.251262,20.20218
9/20/2021 2:01:00 AM,392.6563,-52.96777,2279.731,41.3,55.7,61.60001,1003.95,11.26042,3.251262,20.20218
9/20/2021 2:02:00 AM,404.4271,-46.5282,2375.217,41.2,55.7,61.30002,1003.95,11.51042,3.251262,20.31431
9/20/2021 2:03:00 AM,403.4375,-53.01312,2354.962,41.2,55.7,61.30002,1003.95,11.47569,3.251262,20.31431
9/20/2021 2:04:00 AM,393.6458,-55.50732,2315.538,41.2,55.7,61.30002,1003.95,11.24306,3.251262,20.31431
9/20/2021 2:05:00 AM,391.6146,-64.3504,2267.072,41.2,55.7,61.30002,1003.95,11.27865,3.251262,20.27724
9/20/2021 2:06:00 AM,387.7604,-64.3504,2267.072,41.2,55.7,61.10001,1003.95,11.20747,3.251262,20.27724
9/20/2021 2:07:00 AM,395.3646,-64.3504,2286.965,41.10001,55.60001,61.10001,1003.95,11.35069,3.245716,20.22117
9/20/2021 2:08:00 AM,423.6979,-66.61786,2362.558,41.10001,55.60001,61.10001,1004.015,12.24045,3.245716,20.22117
9/20/2021 2:09:00 AM,430.3125,-68.83997,2373.77,41.10001,55.60001,61.10001,1004.015,12.43663,3.256446,20.22117
9/20/2021 2:10:00 AM,456.8229,-64.2597,2513.021,41.10001,55.60001,60.89999,1004.015,13.0816,3.244993,20.22117
9/20/2021 2:11:00 AM,488.9063,-59.49805,2652.271,41.10001,55.7,60.89999,1004.015,14.04688,3.255964,20.22117
9/20/2021 2:12:00 AM,510.9375,-51.15381,2751.736,41.10001,55.90001,60.89999,1004.015,14.63628,3.255964,20.22117
9/20/2021 2:13:00 AM,531.1458,-51.15381,2841.073,41.10001,56.30002,60.89999,1004.015,15.15017,3.246078,20.22117
9/20/2021 2:14:00 AM,522.3438,-57.18524,2790.799,41.2,56.5,61.20001,1004.015,14.88542,3.281884,20.1832
9/20/2021 2:15:00 AM,497.3438,-59.40735,2681.93,41.2,56.70001,61.20001,1004.015,14.27951,3.247042,20.1832
9/20/2021 2:16:00 AM,495.7813,-56.09686,2675.419,41.3,56.80002,61.70001,1004.015,14.26042,3.249936,20.1832
9/20/2021 2:17:00 AM,482.9167,-52.46893,2617.549,41.3,56.89999,61.70001,1004.015,13.70747,3.249936,20.23835
9/20/2021 2:18:00 AM,459.5833,-59.86084,2519.893,41.3,56.89999,62.20001,1004.015,13.0625,3.249936,20.23835
9/20/2021 2:19:00 AM,486.7708,-59.86084,2640.697,41.40001,56.80002,62.20001,1004.015,13.9349,3.249936,20.23835
9/20/2021 2:20:00 AM,509.8958,-57.82013,2735.098,41.40001,56.80002,62.5,1004.015,14.60156,3.256325,20.23835
9/20/2021 2:21:00 AM,495.3125,-58.13757,2692.781,41.40001,56.80002,62.5,1004.015,14.15365,3.241979,20.22027
9/20/2021 2:22:00 AM,516.8229,-54.46429,2771.629,41.40001,56.89999,62.5,1004.015,14.80295,3.241497,20.22027
9/20/2021 2:23:00 AM,513.125,-57.41199,2765.48,41.40001,57,62.80002,1004.015,14.6901,3.259942,20.22027
9/20/2021 2:24:00 AM,488.3854,-62.40039,2644.314,41.5,57.10001,62.80002,1004.015,14.06771,3.252708,20.22027
9/20/2021 2:25:00 AM,508.75,-62.21899,2735.098,41.5,57.10001,63.10001,1004.015,14.58333,3.286405,20.1832
9/20/2021 2:26:00 AM,486.0938,-69.92834,2617.549,41.5,57.10001,63.10001,1004.015,13.97396,3.245596,20.1832
9/20/2021 2:27:00 AM,455.2604,-64.2597,2524.595,41.5,57.10001,63.10001,1004.015,13.0625,3.247886,20.1832
9/20/2021 2:28:00 AM,439.1146,-66.11902,2452.619,41.5,57.10001,63.10001,1004.015,12.57986,3.255482,20.1832
9/20/2021 2:29:00 AM,421.6667,-72.05975,2357.133,41.5,56.89999,63.30002,1004.015,12.1684,3.255482,20.1832
9/20/2021 2:30:00 AM,425.3125,-74.37256,2330.006,41.5,56.70001,63.30002,1004.015,12.2934,3.255482,20.1832
9/20/2021 2:31:00 AM,425.625,-68.93066,2370.877,41.5,56.5,63.30002,1004.015,12.34809,3.246922,20.1832
9/20/2021 2:32:00 AM,459.6354,-65.80157,2501.808,41.40001,56.30002,63.30002,1003.928,13.25955,3.246922,20.1832
9/20/2021 2:33:00 AM,482.5,-66.98065,2599.826,41.40001,56.30002,62.89999,1003.928,13.77778,3.24439,20.1832
9/20/2021 2:34:00 AM,490.5729,-62.85388,2626.23,41.40001,56.39999,62.89999,1003.928,14.02865,3.247645,20.1832
9/20/2021 2:35:00 AM,509.3229,-65.34808,2702.908,41.40001,56.5,62.89999,1003.928,14.56597,3.247645,20.1832
9/20/2021 2:36:00 AM,526.4583,-73.60162,2740.524,41.40001,56.70001,62.70001,1003.928,15.21441,3.259339,20.1832
9/20/2021 2:37:00 AM,542.9166,-66.70856,2864.945,41.40001,56.80002,62.70001,1003.928,15.60764,3.259339,20.12623
9/20/2021 2:38:00 AM,560.6771,-62.94458,2899.305,41.5,57,62.70001,1003.819,16.01823,3.251021,20.12623
9/20/2021 2:39:00 AM,566.5625,-60.13293,2952.112,41.60001,57.39999,62.70001,1003.819,16.2691,3.251021,20.12623
9/20/2021 2:40:00 AM,569.8958,-61.26666,2986.473,41.60001,57.60001,63.10001,1003.819,16.35938,3.257652,20.14612
9/20/2021 2:41:00 AM,580.2604,-61.26666,3018.302,41.7,57.80002,63.10001,1003.819,16.68056,3.257652,20.14612
9/20/2021 2:42:00 AM,581.9271,-56.5957,3018.302,41.7,58,63.60001,1003.819,16.64497,3.24439,20.14612
9/20/2021 2:43:00 AM,578.75,-62.08295,3010.344,41.8,58.20001,63.60001,1003.819,16.64497,3.257169,20.14612
9/20/2021 2:44:00 AM,551.0416,-67.026,2899.305,41.8,58.20001,64.10001,1003.819,15.8941,3.257169,20.14612
9/20/2021 2:45:00 AM,565.0521,-58.95386,2926.794,41.90001,58.30002,64.10001,1003.689,16.19792,3.245957,20.14612
9/20/2021 2:46:00 AM,571.9791,-58.95386,2979.601,41.90001,58.30002,64.10001,1003.689,16.44792,3.249333,20.14612
9/20/2021 2:47:00 AM,575.6771,-55.77942,3001.302,42,58.30002,64.5,1003.689,16.45139,3.254879,20.14612
9/20/2021 2:48:00 AM,578.8021,-60.49573,3001.302,42,58.39999,64.5,1003.689,16.59028,3.254879,20.14612
9/20/2021 2:49:00 AM,545.6771,-65.75623,2858.073,42.10001,58.5,64.80002,1003.689,15.71441,3.254879,20.14612
9/20/2021 2:50:00 AM,540.8854,-70.56323,2833.116,42.10001,58.60001,64.80002,1003.689,15.59115,3.254879,20.14612
9/20/2021 2:51:00 AM,553.6979,-65.34808,2917.752,42.10001,58.5,64.80002,1003.689,15.875,3.240171,20.14612
9/20/2021 2:52:00 AM,567.1354,-59.77014,2955.729,42.2,58.39999,65,1003.689,16.2691,3.259822,20.14612
9/20/2021 2:53:00 AM,547.6041,-65.98297,2865.668,42.2,58.39999,65,1003.624,15.71441,3.245596,20.14612
9/20/2021 2:54:00 AM,534.7396,-67.93298,2798.394,42.2,58.5,65,1003.624,15.30556,3.26368,20.12804
9/20/2021 2:55:00 AM,509.8958,-74.73535,2711.95,42.2,58.5,65,1003.624,14.73177,3.24644,20.12804
9/20/2021 2:56:00 AM,489.9479,-72.83069,2642.867,42.2,58.39999,65,1003.624,14.11719,3.256205,20.12804
9/20/2021 2:57:00 AM,460.6771,-71.01672,2527.127,42.2,58,65,1003.624,13.24479,3.240291,20.12804
9/20/2021 2:58:00 AM,462.2917,-78.68073,2476.852,42.2,57.80002,65,1003.624,13.36632,3.259942,20.12804
9/20/2021 2:59:00 AM,479.2188,-73.32953,2553.892,42.10001,57.60001,65,1003.624,13.82378,3.248971,20.12804
9/20/2021 3:00:00 AM,506.0938,-73.32953,2664.93,42.10001,57.5,65,1003.624,14.71441,3.248971,20.14612
9/20/2021 3:01:00 AM,524.375,-77.6377,2731.481,42.10001,57.5,64.39999,1003.624,15.21441,3.273566,20.14612
9/20/2021 3:02:00 AM,520.5729,-79.72375,2738.715,42.10001,57.60001,64.39999,1003.624,15.03559,3.247404,20.08916
9/20/2021 3:03:00 AM,531.1458,-74.5993,2786.82,42.10001,57.70001,64.39999,1003.624,15.4349,3.26368,20.08916
9/20/2021 3:04:00 AM,553.6979,-70.92603,2898.22,42.10001,57.70001,64.10001,1003.624,15.94705,3.247886,20.08916
9/20/2021 3:05:00 AM,568.6979,-64.21436,2945.963,42.10001,57.80002,64.10001,1003.624,16.33767,3.247886,20.08916
9/20/2021 3:06:00 AM,561.7708,-68.02368,2907.263,42.10001,58.20001,64.10001,1003.624,16.09028,3.255723,20.12623
9/20/2021 3:07:00 AM,540.2083,-69.7016,2828.414,42.2,58.20001,64.10001,1003.624,15.58854,3.255723,20.12623
9/20/2021 3:08:00 AM,535.9375,-69.7016,2815.032,42.2,58.30002,64.10001,1003.624,15.42795,3.237398,20.12623
9/20/2021 3:09:00 AM,539.2188,-66.48181,2815.032,42.2,58.30002,64.39999,1003.624,15.45226,3.257049,20.12623
9/20/2021 3:10:00 AM,528.3854,-69.02136,2779.948,42.2,58.20001,64.39999,1003.624,15.14323,3.257049,20.12623
9/20/2021 3:11:00 AM,514.0625,-68.43182,2732.928,42.2,58.20001,64.39999,1003.624,14.77951,3.249695,20.12623
9/20/2021 3:12:00 AM,535.3646,-67.61554,2815.755,42.2,58.10001,64.39999,1003.624,15.40972,3.249695,20.12623
9/20/2021 3:13:00 AM,563.3854,-64.5318,2943.432,42.2,58.10001,64.39999,1003.624,16.16146,3.261269,20.12623
9/20/2021 3:14:00 AM,565,-61.26666,2961.516,42.2,58.20001,64.39999,1003.624,16.25174,3.285501,20.12623
9/20/2021 3:15:00 AM,559.0625,-66.02832,2926.071,42.2,58.39999,64.39999,1003.711,16.05469,3.253071,20.14612
9/20/2021 3:16:00 AM,577.8646,-66.02832,2997.323,42.3,58.5,64.39999,1003.711,16.57292,3.258857,20.14612
9/20/2021 3:17:00 AM,575.6771,-67.25275,2997.323,42.3,58.60001,64.39999,1003.711,16.59028,3.258857,20.10995
9/20/2021 3:18:00 AM,546.1458,-69.38416,2841.797,42.3,58.70001,64.70001,1003.711,15.71441,3.254396,20.10995
9/20/2021 3:19:00 AM,534.8438,-77.547,2794.416,42.3,58.70001,64.70001,1003.711,15.39323,3.254396,20.10995
9/20/2021 3:20:00 AM,527.3958,-78.00049,2754.991,42.3,58.60001,64.70001,1003.711,15.25,3.254396,20.10995
9/20/2021 3:21:00 AM,531.5625,-72.73999,2786.82,42.3,58.5,64.70001,1003.711,15.21441,3.245234,20.10995
9/20/2021 3:22:00 AM,501.25,-75.50629,2653.356,42.3,58.39999,64.89999,1003.711,14.44531,3.270431,20.10995
9/20/2021 3:23:00 AM,467.6563,-80.44934,2516.638,42.3,58.20001,64.89999,1003.711,13.52865,3.248489,20.10995
9/20/2021 3:24:00 AM,469.7396,-78.18188,2516.638,42.3,58,64.89999,1003.711,13.68924,3.261027,20.10995
9/20/2021 3:25:00 AM,481.8229,-76.86676,2577.04,42.2,57.80002,64.89999,1003.711,14.01042,3.238483,20.10995
9/20/2021 3:26:00 AM,490.9896,-73.91907,2601.273,42.2,57.70001,64.5,1003.819,14.15365,3.258134,20.10995
9/20/2021 3:27:00 AM,500.7291,-72.15045,2663.845,42.2,57.70001,64.5,1003.819,14.53559,3.26585,20.10995
9/20/2021 3:28:00 AM,523.3333,-72.15045,2749.204,42.10001,57.70001,64.5,1003.819,15.12587,3.254879,20.10995
9/20/2021 3:29:00 AM,531.5625,-72.05975,2798.756,42.10001,57.70001,64.20001,1003.819,15.27083,3.254879,20.10995
9/20/2021 3:30:00 AM,506.7188,-75.82373,2652.995,42.2,57.89999,64.20001,1003.819,14.59288,3.254879,20.10995
9/20/2021 3:31:00 AM,479.1667,-85.16565,2574.146,42.2,57.89999,64.20001,1003.819,13.9566,3.254879,20.10995
